                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,           val/ave_loss,                   mIOU,         train/ave_loss,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                    103,                0.84021,                0.64387,                 1.6205,                0.88889,                0.84645,                0.91978,                0.72354,                0.84148,                0.59362,                 1.6013,                0.00681,                0.75049,              0.0037481,                 10.675,               0.084249,             0.00054478,             0.00054478,             0.00054478,             0.00054478
                    104,                 0.8512,                0.65135,                 1.6278,                0.89044,                0.84073,                0.91749,                0.71645,                0.85149,                 0.5948,                 1.6263,                0.00594,                0.75476,               0.003777,                 10.675,               0.084249,             0.00053377,             0.00053377,             0.00053377,             0.00053377
                    105,                0.84154,                0.63878,                 1.6078,                 0.8827,                0.86716,                0.92102,                0.72645,                0.82843,                0.57871,                 1.6126,                0.00705,                0.76147,              0.0039685,                 10.675,               0.084249,             0.00052277,             0.00052277,             0.00052277,             0.00052277
                    106,                0.82604,                0.63011,                 1.6097,                0.87671,                0.87059,                   0.92,                0.72598,                0.82545,                0.56817,                 1.5988,                0.00774,                0.76586,              0.0037976,                 10.675,               0.084249,             0.00051177,             0.00051177,             0.00051177,             0.00051177
                    107,                0.82708,                0.63693,                 1.6052,                0.88106,                0.85992,                0.92106,                0.72626,                  0.835,                0.58596,                 1.6014,                0.00948,                0.76562,              0.0042202,                 10.675,               0.084249,             0.00050077,             0.00050077,             0.00050077,             0.00050077
                    108,                0.83072,                0.64469,                 1.6158,                0.88013,                0.86537,                0.92028,                0.72048,                 0.8432,                0.59231,                 1.6268,                 0.0093,                0.76319,              0.0042768,                 10.675,               0.084249,             0.00048976,             0.00048976,             0.00048976,             0.00048976
                    109,                0.83192,                0.64054,                 1.6078,                0.89312,                 0.8395,                0.91611,                0.72132,                 0.8316,                0.58475,                 1.5991,                0.00767,                0.76864,                0.00406,                 10.675,               0.084249,             0.00047876,             0.00047876,             0.00047876,             0.00047876
                    110,                0.83371,                0.63263,                 1.6064,                0.89816,                0.84686,                0.92446,                0.72431,                0.83722,                0.57172,                 1.5979,                0.00646,                0.76187,              0.0038352,                 10.675,               0.084249,             0.00046776,             0.00046776,             0.00046776,             0.00046776
                    111,                0.82441,                0.62549,                 1.5995,                0.90651,                0.83909,                 0.9231,                0.72525,                0.84848,                0.57549,                 1.6157,                0.00743,                0.75297,              0.0035989,                 10.675,               0.084249,             0.00045676,             0.00045676,             0.00045676,             0.00045676
                    112,                0.83213,                0.63328,                 1.6063,                0.89147,                0.84639,                0.91847,                0.72842,                0.82887,                0.57256,                 1.6011,                0.00613,                0.76179,              0.0037588,                 10.675,               0.084249,             0.00044576,             0.00044576,             0.00044576,             0.00044576
                    113,                  0.816,                0.62417,                 1.5934,                0.86405,                0.87907,                0.92277,                0.72597,                0.83392,                0.56634,                 1.6034,                0.00878,                0.76435,              0.0034692,                 10.675,               0.084249,             0.00043475,             0.00043475,             0.00043475,             0.00043475
                    114,                0.82187,                0.62087,                 1.5893,                0.89615,                0.85729,                0.92356,                0.72402,                0.84997,                0.58773,                 1.5944,                0.01299,                 0.7683,              0.0035717,                 10.675,               0.084249,             0.00042375,             0.00042375,             0.00042375,             0.00042375
                    115,                0.81944,                0.61396,                 1.5857,                0.87753,                0.83879,                0.91986,                0.72345,                0.83374,                0.58265,                 1.5959,                0.00655,                 0.7525,              0.0035838,                 10.675,               0.084249,             0.00041275,             0.00041275,             0.00041275,             0.00041275
                    116,                0.81313,                0.61065,                 1.5917,                0.88134,                0.87108,                0.92294,                0.73311,                0.81582,                0.57272,                 1.5987,                0.00703,                0.75781,              0.0034983,                 10.675,               0.084249,             0.00040175,             0.00040175,             0.00040175,             0.00040175
                    117,                0.81735,                0.62777,                 1.5904,                0.89123,                0.87846,                0.92573,                0.73098,                0.82271,                0.56983,                 1.5953,                0.01141,                0.76149,              0.0038457,                 10.675,               0.084249,             0.00039074,             0.00039074,             0.00039074,             0.00039074
                    118,                0.81702,                0.61864,                 1.5848,                0.90367,                 0.8383,                0.91943,                0.72745,                0.83537,                0.57867,                 1.6012,                0.00719,                 0.7625,              0.0038024,                 10.675,               0.084249,             0.00037974,             0.00037974,             0.00037974,             0.00037974
                    119,                 0.8158,                0.61043,                 1.5809,                0.88279,                0.85917,                0.92513,                0.73341,                0.82422,                0.57496,                  1.588,                0.01176,                0.76758,              0.0036435,                 10.675,               0.084249,             0.00036874,             0.00036874,             0.00036874,             0.00036874
                    120,                0.80775,                0.60711,                 1.5817,                0.86289,                0.87397,                0.92245,                0.73193,                0.84257,                0.57819,                 1.5983,                0.00813,                0.76153,              0.0037482,                 10.675,               0.084249,             0.00035774,             0.00035774,             0.00035774,             0.00035774
                    121,                0.80127,                0.59957,                 1.5729,                0.85447,                0.88092,                0.92144,                0.72872,                0.83976,                0.57531,                 1.5963,                0.01146,                 0.7613,               0.003416,                 10.675,               0.084249,             0.00034674,             0.00034674,             0.00034674,             0.00034674
                    122,                0.80497,                0.59669,                 1.5647,                 0.8832,                0.86251,                0.91626,                0.72437,                0.84004,                0.57406,                 1.5995,                0.00626,                0.76145,              0.0037985,                 10.675,               0.084249,             0.00033573,             0.00033573,             0.00033573,             0.00033573
                    123,                0.80919,                0.59982,                 1.5782,                0.87328,                0.86822,                0.92707,                0.73328,                0.82662,                0.56776,                 1.5912,                0.00784,                0.75281,               0.003776,                 10.675,               0.084249,             0.00032473,             0.00032473,             0.00032473,             0.00032473
                    124,                0.79109,                0.58586,                 1.5594,                0.87481,                0.87278,                0.92025,                0.72628,                0.83516,                0.58026,                 1.5796,                0.00652,                0.76182,               0.003454,                 10.675,               0.084249,             0.00031373,             0.00031373,             0.00031373,             0.00031373
                    125,                 0.7992,                0.58705,                  1.572,                0.88542,                 0.8616,                0.92109,                0.73412,                0.82435,                0.58336,                 1.5901,                0.00748,                0.76478,              0.0035022,                 10.675,               0.084249,             0.00030273,             0.00030273,             0.00030273,             0.00030273
                    126,                 0.7923,                0.58772,                 1.5638,                0.88893,                0.85338,                0.91982,                0.72843,                0.83031,                0.59245,                 1.5939,                0.00805,                0.76039,              0.0038648,                 10.675,               0.084249,             0.00029172,             0.00029172,             0.00029172,             0.00029172
                    127,                0.79063,                0.58098,                 1.5622,                0.88563,                0.85139,                0.92082,                0.72927,                0.82721,                0.58025,                 1.5954,                0.00731,                0.75472,              0.0036785,                 10.675,               0.084249,             0.00028072,             0.00028072,             0.00028072,             0.00028072
                    128,                0.78061,                0.58037,                 1.5469,                 0.8909,                0.87452,                0.92289,                0.73296,                0.82795,                0.56963,                  1.593,                0.00648,                 0.7671,              0.0034315,                 10.675,               0.084249,             0.00026972,             0.00026972,             0.00026972,             0.00026972
                    129,                0.79281,                0.58106,                 1.5661,                  0.886,                0.85751,                0.92383,                0.73303,                0.83915,                0.58394,                 1.6003,                0.01196,                0.76638,              0.0034511,                 10.675,               0.084249,             0.00025872,             0.00025872,             0.00025872,             0.00025872
                    130,                0.77928,                0.57609,                 1.5574,                0.88616,                0.87922,                 0.9203,                0.73459,                0.82571,                0.57252,                 1.5809,                 0.0074,                 0.7626,              0.0035013,                 10.675,               0.084249,             0.00024772,             0.00024772,             0.00024772,             0.00024772
                    131,                0.79121,                0.59518,                 1.5636,                 0.8711,                0.89136,                0.92312,                0.73481,                0.81965,                 0.5704,                 1.5831,                0.00954,                0.76907,              0.0034667,                 10.675,               0.084249,             0.00023671,             0.00023671,             0.00023671,             0.00023671
                    132,                0.78661,                0.58901,                 1.5512,                0.89604,                 0.8715,                0.92065,                0.73284,                0.83318,                 0.5587,                 1.5879,                 0.0073,                0.77164,              0.0035832,                 10.675,               0.084249,             0.00022571,             0.00022571,             0.00022571,             0.00022571
                    133,                0.78764,                0.58369,                 1.5554,                 0.8699,                0.89726,                 0.9271,                0.73632,                0.82886,                 0.5653,                 1.5749,                0.00839,                0.76166,              0.0032286,                 10.675,               0.084249,             0.00021471,             0.00021471,             0.00021471,             0.00021471
                    134,                0.77632,                0.56937,                 1.5511,                0.89568,                0.86185,                0.92322,                0.73398,                0.82426,                0.55635,                 1.5807,                0.00636,                 0.7693,              0.0036269,                 10.675,               0.084249,             0.00020371,             0.00020371,             0.00020371,             0.00020371
                    135,                0.77501,                0.56789,                  1.553,                0.89884,                0.86155,                0.92248,                0.73484,                0.82264,                0.55731,                 1.5805,                0.00591,                0.76812,              0.0035595,                 10.675,               0.084249,             0.00019271,             0.00019271,             0.00019271,             0.00019271
                    136,                0.77182,                0.56153,                 1.5372,                0.86476,                0.88891,                0.92523,                0.74122,                0.81747,                0.54327,                 1.5773,                0.00835,                0.75829,              0.0033374,                 10.675,               0.084249,              0.0001817,              0.0001817,              0.0001817,              0.0001817
                    137,                0.76506,                0.55627,                 1.5299,                0.91944,                0.86378,                0.92566,                0.74147,                0.81109,                0.55336,                 1.5741,                0.00795,                 0.7734,               0.003225,                 10.675,               0.084249,              0.0001707,              0.0001707,              0.0001707,              0.0001707
                    138,                0.76599,                0.55586,                  1.543,                0.90774,                0.86056,                0.92504,                0.73872,                0.81779,                0.54846,                 1.5704,                 0.0071,                0.76612,              0.0035112,                 10.675,               0.084249,              0.0001597,              0.0001597,              0.0001597,              0.0001597
                    139,                0.76575,                0.55471,                 1.5299,                0.87836,                0.88466,                0.92692,                0.74141,                0.82348,                 0.5495,                 1.5729,                0.00758,                 0.7712,              0.0034652,                 10.675,               0.084249,              0.0001487,              0.0001487,              0.0001487,              0.0001487
                    140,                0.75772,                0.55222,                 1.5339,                0.89061,                0.87596,                 0.9274,                0.74276,                0.82019,                 0.5423,                  1.579,                0.00663,                0.77234,              0.0032766,                 10.675,               0.084249,             0.00013769,             0.00013769,             0.00013769,             0.00013769
                    141,                0.75848,                0.54933,                 1.5335,                0.88094,                 0.8826,                 0.9252,                0.74119,                0.81069,                0.55321,                 1.5723,                0.00804,                0.77333,              0.0034191,                 10.675,               0.084249,             0.00012669,             0.00012669,             0.00012669,             0.00012669
                    142,                0.76104,                0.54694,                 1.5359,                0.88743,                0.88266,                0.92848,                0.74194,                0.81554,                0.54831,                 1.5804,                0.00787,                0.77194,              0.0032114,                 10.675,               0.084249,             0.00011569,             0.00011569,             0.00011569,             0.00011569
                    143,                0.75864,                 0.5422,                 1.5327,                0.90499,                0.87178,                0.92778,                0.74302,                0.81645,                0.54408,                 1.5822,                0.00887,                0.76974,              0.0031829,                 10.675,               0.084249,             0.00010469,             0.00010469,             0.00010469,             0.00010469
                    144,                0.75449,                0.54351,                 1.5354,                0.89906,                0.87522,                0.92527,                0.74109,                0.81161,                0.55653,                 1.5739,                0.01069,                0.77347,              0.0032905,                 10.675,               0.084249,             9.3685e-05,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.74631,                0.53965,                 1.5293,                0.88574,                0.87723,                0.92487,                0.74057,                0.81532,                0.55409,                 1.5787,                0.00767,                0.76782,              0.0032587,                 10.675,               0.084249,             8.2683e-05,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.74635,                0.53847,                 1.5267,                0.88491,                0.87834,                0.92282,                0.73869,                0.81429,                0.55758,                 1.5777,                0.00762,                0.77016,              0.0033056,                 10.675,               0.084249,             7.1681e-05,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.75693,                0.54681,                 1.5277,                0.87899,                0.88624,                0.92056,                0.73564,                0.81694,                0.56668,                 1.5779,                0.01028,                0.77008,              0.0032531,                 10.675,               0.084249,             6.0679e-05,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                 0.7477,                0.54311,                 1.5325,                0.90021,                0.87252,                0.92216,                0.73671,                0.81811,                0.55792,                 1.5798,                0.00844,                0.77108,              0.0034562,                 10.675,               0.084249,             4.9677e-05,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                 0.7439,                0.53995,                 1.5189,                0.89928,                0.87925,                0.92566,                0.74056,                0.81366,                0.54931,                  1.576,                0.00732,                0.77338,              0.0031943,                 10.675,               0.084249,             3.8674e-05,             3.8674e-05,             3.8674e-05,             3.8674e-05
