                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,           val/ave_loss,                   mIOU,         train/ave_loss,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                    100,                 1.0879,                0.92912,                 1.6031,                0.80062,                0.82132,                0.86855,                0.63773,                0.98697,                 0.7591,                 1.5406,                0.01088,                0.72026,              0.0061539,                 10.675,               0.084405,             0.00057778,             0.00057778,             0.00057778,             0.00057778
                    101,                  1.086,                 0.9425,                 1.6174,                0.84463,                0.77269,                0.86879,                0.63387,                 0.9923,                0.79066,                 1.5475,                0.01217,                0.71574,              0.0078758,                 10.675,               0.084405,             0.00056678,             0.00056678,             0.00056678,             0.00056678
                    102,                 1.0922,                0.91245,                 1.6265,                0.81404,                0.80805,                0.86697,                0.63897,                0.99504,                0.77564,                 1.5413,                 0.0121,                0.71181,              0.0060379,                 10.675,               0.084405,             0.00055578,             0.00055578,             0.00055578,             0.00055578
                    103,                 1.0726,                0.88892,                 1.5934,                 0.8234,                0.78939,                0.86577,                0.64488,                0.98131,                0.75151,                 1.5341,                0.01012,                0.71229,              0.0058404,                 10.675,               0.084405,             0.00054478,             0.00054478,             0.00054478,             0.00054478
                    104,                 1.0776,                0.89761,                 1.6036,                0.81303,                0.82691,                0.88436,                0.65309,                0.98495,                0.73295,                 1.5364,                0.01031,                0.71451,              0.0061711,                 10.675,               0.084405,             0.00053377,             0.00053377,             0.00053377,             0.00053377
                    105,                  1.062,                0.89583,                 1.5855,                 0.7841,                0.82233,                0.86728,                0.63722,                0.98123,                0.74574,                 1.5307,                0.01042,                0.71793,              0.0061504,                 10.675,               0.084405,             0.00052277,             0.00052277,             0.00052277,             0.00052277
                    106,                 1.0653,                0.89579,                 1.5948,                0.81849,                0.82166,                0.87688,                 0.6412,                0.98837,                0.73192,                 1.5358,                0.00999,                0.71793,              0.0059714,                 10.675,               0.084405,             0.00051177,             0.00051177,             0.00051177,             0.00051177
                    107,                 1.0619,                0.90116,                 1.5809,                0.80427,                0.83494,                0.87927,                0.65046,                0.97832,                0.73212,                 1.5336,                0.00903,                  0.728,               0.006673,                 10.675,               0.084405,             0.00050077,             0.00050077,             0.00050077,             0.00050077
                    108,                 1.0596,                0.88465,                 1.5839,                0.82043,                0.80637,                0.87143,                0.64163,                0.99436,                0.72711,                  1.534,                0.01035,                0.72544,              0.0066469,                 10.675,               0.084405,             0.00048976,             0.00048976,             0.00048976,             0.00048976
                    109,                 1.0656,                0.89197,                  1.583,                0.81256,                0.82059,                0.87513,                0.64409,                0.97826,                  0.727,                 1.5258,                0.01028,                0.71985,              0.0064037,                 10.675,               0.084405,             0.00047876,             0.00047876,             0.00047876,             0.00047876
                    110,                 1.0688,                0.88744,                 1.5883,                0.82685,                0.81264,                0.88039,                0.64506,                0.97402,                0.71901,                 1.5193,                0.01005,                0.72594,              0.0061952,                 10.675,               0.084405,             0.00046776,             0.00046776,             0.00046776,             0.00046776
                    111,                 1.0592,                0.87927,                 1.5813,                0.85172,                0.78339,                   0.88,                0.65022,                0.96456,                0.72055,                 1.5203,                0.01063,                 0.7184,              0.0057476,                 10.675,               0.084405,             0.00045676,             0.00045676,             0.00045676,             0.00045676
                    112,                 1.0642,                0.88332,                 1.5851,                0.82527,                0.81581,                 0.8792,                 0.6509,                0.96279,                0.71121,                  1.528,                0.00948,                 0.7302,              0.0058774,                 10.675,               0.084405,             0.00044576,             0.00044576,             0.00044576,             0.00044576
                    113,                  1.046,                0.87939,                 1.5768,                0.83301,                0.81898,                0.88534,                0.65774,                 0.9639,                0.69962,                 1.5167,                0.01011,                0.72621,              0.0056562,                 10.675,               0.084405,             0.00043475,             0.00043475,             0.00043475,             0.00043475
                    114,                 1.0453,                0.88131,                 1.5773,                0.86006,                0.81057,                0.88548,                0.64986,                0.96911,                0.70229,                 1.5206,                  0.011,                0.71957,              0.0058128,                 10.675,               0.084405,             0.00042375,             0.00042375,             0.00042375,             0.00042375
                    115,                 1.0567,                0.87733,                 1.5678,                0.85358,                0.77327,                  0.873,                 0.6454,                0.97474,                 0.7185,                 1.5226,                 0.0121,                0.72615,              0.0060292,                 10.675,               0.084405,             0.00041275,             0.00041275,             0.00041275,             0.00041275
                    116,                 1.0447,                0.86564,                  1.564,                0.82661,                 0.8313,                0.88138,                0.65357,                0.96623,                0.72387,                 1.5192,                0.01027,                0.72843,              0.0059238,                 10.675,               0.084405,             0.00040175,             0.00040175,             0.00040175,             0.00040175
                    117,                 1.0544,                0.88882,                  1.572,                0.81483,                0.82649,                0.87423,                 0.6497,                0.96301,                 0.7154,                 1.5138,                0.00946,                0.73144,              0.0062497,                 10.675,               0.084405,             0.00039074,             0.00039074,             0.00039074,             0.00039074
                    118,                  1.051,                0.87923,                 1.5753,                0.85444,                0.78087,                0.86835,                0.64387,                0.96743,                0.72542,                 1.5225,                0.01074,                0.72617,              0.0060309,                 10.675,               0.084405,             0.00037974,             0.00037974,             0.00037974,             0.00037974
                    119,                 1.0573,                0.88063,                 1.5725,                0.82887,                0.82104,                0.88038,                0.65289,                0.96459,                 0.7075,                 1.5137,                0.01003,                0.73033,               0.005751,                 10.675,               0.084405,             0.00036874,             0.00036874,             0.00036874,             0.00036874
                    120,                 1.0357,                0.86281,                 1.5626,                0.81968,                0.81616,                0.87155,                0.64492,                0.96451,                0.70987,                 1.5137,                0.01144,                0.73245,              0.0057606,                 10.675,               0.084405,             0.00035774,             0.00035774,             0.00035774,             0.00035774
                    121,                 1.0466,                0.86913,                 1.5624,                0.82989,                0.82177,                0.87739,                0.65034,                0.95768,                0.71235,                 1.5103,                0.01067,                0.73106,              0.0056417,                 10.675,               0.084405,             0.00034674,             0.00034674,             0.00034674,             0.00034674
                    122,                 1.0337,                0.87095,                 1.5532,                0.85171,                0.80576,                0.87769,                0.65143,                0.95865,                 0.7266,                 1.5022,                0.01199,                0.72393,               0.006318,                 10.675,               0.084405,             0.00033573,             0.00033573,             0.00033573,             0.00033573
                    123,                 1.0446,                0.85598,                 1.5642,                0.84161,                0.78871,                0.87778,                0.65066,                0.96879,                0.71146,                 1.5101,                0.01079,                0.72886,              0.0058981,                 10.675,               0.084405,             0.00032473,             0.00032473,             0.00032473,             0.00032473
                    124,                 1.0273,                0.84819,                  1.551,                0.84135,                 0.8265,                0.88854,                 0.6616,                0.95913,                 0.7039,                 1.5053,                0.01137,                0.72492,              0.0055625,                 10.675,               0.084405,             0.00031373,             0.00031373,             0.00031373,             0.00031373
                    125,                 1.0339,                0.84372,                 1.5538,                0.83231,                0.81458,                0.88547,                0.66275,                0.95883,                0.70741,                 1.5077,                0.01254,                0.72345,               0.005938,                 10.675,               0.084405,             0.00030273,             0.00030273,             0.00030273,             0.00030273
                    126,                 1.0415,                0.86469,                 1.5636,                 0.8304,                0.80459,                0.87984,                0.65907,                0.95293,                 0.7081,                 1.5115,                0.00969,                0.72866,              0.0065048,                 10.675,               0.084405,             0.00029172,             0.00029172,             0.00029172,             0.00029172
                    127,                 1.0298,                0.84037,                 1.5576,                0.85987,                0.79432,                0.88508,                0.66074,                  0.955,                0.69294,                 1.5085,                 0.0104,                0.72958,              0.0057044,                 10.675,               0.084405,             0.00028072,             0.00028072,             0.00028072,             0.00028072
                    128,                   1.03,                0.84933,                 1.5447,                0.83733,                0.80424,                0.87659,                0.65426,                0.94916,                0.69482,                 1.5052,                0.00994,                0.73297,              0.0055209,                 10.675,               0.084405,             0.00026972,             0.00026972,             0.00026972,             0.00026972
                    129,                 1.0315,                0.83918,                 1.5542,                0.81857,                0.81301,                0.87749,                0.65629,                0.95004,                0.70144,                 1.5069,                0.00997,                0.72887,              0.0057826,                 10.675,               0.084405,             0.00025872,             0.00025872,             0.00025872,             0.00025872
                    130,                 1.0175,                 0.8331,                 1.5498,                0.85716,                0.78552,                0.88269,                 0.6574,                0.96365,                0.69844,                 1.5142,                 0.0109,                0.73004,              0.0059808,                 10.675,               0.084405,             0.00024772,             0.00024772,             0.00024772,             0.00024772
                    131,                 1.0435,                 0.8608,                 1.5598,                0.82803,                0.81511,                0.87562,                0.65317,                0.95485,                0.70711,                  1.504,                0.00974,                0.73016,              0.0056948,                 10.675,               0.084405,             0.00023671,             0.00023671,             0.00023671,             0.00023671
                    132,                 1.0333,                0.85746,                 1.5526,                0.83897,                0.80305,                0.88283,                0.65576,                0.94725,                0.69576,                 1.4934,                0.00939,                0.73784,              0.0054494,                 10.675,               0.084405,             0.00022571,             0.00022571,             0.00022571,             0.00022571
                    133,                 1.0286,                 0.8497,                 1.5468,                0.82824,                0.81798,                0.87918,                0.65968,                0.94089,                0.70831,                 1.4922,                0.00938,                0.73959,              0.0052852,                 10.675,               0.084405,             0.00021471,             0.00021471,             0.00021471,             0.00021471
                    134,                 1.0222,                0.84762,                 1.5451,                0.82852,                0.80947,                0.87857,                0.66391,                0.94369,                0.69114,                 1.4975,                0.01061,                0.73296,              0.0058296,                 10.675,               0.084405,             0.00020371,             0.00020371,             0.00020371,             0.00020371
                    135,                 1.0212,                0.84321,                 1.5525,                0.81672,                0.81984,                0.87631,                 0.6589,                0.95108,                0.70594,                 1.5037,                 0.0104,                0.72558,              0.0060458,                 10.675,               0.084405,             0.00019271,             0.00019271,             0.00019271,             0.00019271
                    136,                 1.0031,                0.82923,                 1.5256,                0.82012,                0.83326,                0.88525,                 0.6668,                0.95164,                 0.6857,                 1.4961,                0.01024,                0.73693,              0.0055913,                 10.675,               0.084405,              0.0001817,              0.0001817,              0.0001817,              0.0001817
                    137,                 1.0095,                0.82816,                 1.5348,                0.82615,                0.84133,                 0.8816,                 0.6629,                0.95042,                0.70078,                 1.4959,                0.00986,                0.73298,              0.0054215,                 10.675,               0.084405,              0.0001707,              0.0001707,              0.0001707,              0.0001707
                    138,                 1.0055,                0.82492,                 1.5358,                0.84832,                0.81744,                0.88074,                0.65913,                0.94375,                0.68708,                 1.4963,                0.01024,                0.73093,              0.0059005,                 10.675,               0.084405,              0.0001597,              0.0001597,              0.0001597,              0.0001597
                    139,                 1.0148,                0.83324,                 1.5361,                0.86216,                0.79666,                0.88164,                0.66254,                0.94658,                0.68788,                 1.4963,                0.00951,                0.73126,              0.0056005,                 10.675,               0.084405,              0.0001487,              0.0001487,              0.0001487,              0.0001487
                    140,                 1.0038,                0.81922,                 1.5335,                0.84247,                0.81101,                0.87541,                0.66318,                0.94189,                0.70145,                 1.4948,                0.00908,                0.73353,              0.0055556,                 10.675,               0.084405,             0.00013769,             0.00013769,             0.00013769,             0.00013769
                    141,                 1.0056,                0.82305,                 1.5293,                0.82798,                0.82498,                0.88305,                0.66445,                0.94413,                0.69161,                 1.4949,                0.00964,                0.73259,              0.0058064,                 10.675,               0.084405,             0.00012669,             0.00012669,             0.00012669,             0.00012669
                    142,                 1.0113,                0.82848,                 1.5277,                0.85733,                0.80205,                0.87578,                0.65999,                0.94574,                0.71557,                  1.499,                 0.0099,                0.73724,              0.0053062,                 10.675,               0.084405,             0.00011569,             0.00011569,             0.00011569,             0.00011569
                    143,                 1.0068,                0.81544,                 1.5342,                0.85062,                  0.786,                0.87847,                0.65959,                0.94691,                0.69788,                 1.4968,                0.00941,                 0.7342,              0.0052754,                 10.675,               0.084405,             0.00010469,             0.00010469,             0.00010469,             0.00010469
                    144,                 1.0003,                0.81352,                 1.5362,                0.84282,                0.81218,                0.87989,                0.66082,                0.94137,                0.70053,                 1.4929,                0.00917,                0.73546,               0.005409,                 10.675,               0.084405,             9.3685e-05,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.99108,                0.80826,                 1.5281,                0.82236,                0.83651,                0.88488,                0.66583,                0.94162,                0.68228,                 1.4864,                0.00935,                0.73379,              0.0056259,                 10.675,               0.084405,             8.2683e-05,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.99312,                0.81033,                 1.5221,                 0.8164,                0.83816,                0.88492,                0.66641,                0.94067,                0.68903,                 1.4859,                0.00918,                0.73277,              0.0055553,                 10.675,               0.084405,             7.1681e-05,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                 1.0091,                0.82778,                 1.5304,                0.83672,                 0.8194,                0.88486,                0.66514,                0.93715,                0.68862,                 1.4835,                 0.0094,                0.73115,              0.0055291,                 10.675,               0.084405,             6.0679e-05,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                 0.9919,                0.81634,                 1.5327,                0.83775,                0.83738,                0.88502,                0.66574,                0.93765,                0.69013,                 1.4875,                0.00953,                0.73418,              0.0056689,                 10.675,               0.084405,             4.9677e-05,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.99294,                0.81595,                 1.5242,                0.83258,                0.82829,                0.88445,                0.66608,                0.93955,                0.68979,                 1.4871,                0.00935,                0.73483,              0.0053311,                 10.675,               0.084405,             3.8674e-05,             3.8674e-05,             3.8674e-05,             3.8674e-05
